week, cumTotOrders, cumCusOrders, cumStoreOrders, cumCost, curTotOrders, curCusOrders, curStoreOrders, curCost, currentCount
1, 877289, 501829, 375460, 3761393.5962176267, 80, 40, 40, 316.1697562442441, 41
1, 877363, 501873, 375490, 3761703.7934263935, 74, 44, 30, 310.1972087668518, 45
51, 877503, 501923, 375580, 3762071.9724892187, 140, 50, 90, 368.1790628250393, 52
1, 877537, 501957, 375580, 3762325.2461294956, 34, 34, 0, 253.2736402766418, 34
1, 877576, 501996, 375580, 3762587.9460694394, 39, 39, 0, 262.6999399439383, 39
1, 877680, 502030, 375650, 3762926.289756197, 104, 34, 70, 338.343686757474, 36
51, 877769, 502069, 375700, 3763251.337621761, 89, 39, 50, 325.0478655640733, 40
1, 877813, 502113, 375700, 3763522.6885794513, 44, 44, 0, 271.35095769013947, 44
1, 877892, 502152, 375740, 3763837.7193295816, 79, 39, 40, 315.03075013013313, 40
1, 877924, 502184, 375740, 3764086.960752582, 32, 32, 0, 249.24142300054422, 32
51, 878081, 502221, 375860, 3764465.6376457, 157, 37, 120, 378.67689311792185, 40
1, 878124, 502264, 375860, 3764735.312605903, 43, 43, 0, 269.6749602031015, 43
1, 878162, 502302, 375860, 3764996.194985523, 38, 38, 0, 260.88237961983884, 38
1, 878210, 502350, 375860, 3765274.009788113, 48, 48, 0, 277.8148025904985, 48
51, 878304, 502394, 375910, 3765604.283513961, 94, 44, 50, 330.273725847777, 45
1, 878350, 502440, 375910, 3765878.912582675, 46, 46, 0, 274.6290687140218, 46
1, 878460, 502480, 375980, 3766222.9657667214, 110, 40, 70, 344.0531840464366, 42
1, 878508, 502528, 375980, 3766500.7805693117, 48, 48, 0, 277.8148025904985, 48
51, 878606, 502576, 376030, 3766835.1151976762, 98, 48, 50, 334.33462836457886, 49
1, 878689, 502619, 376070, 3767154.6501456057, 83, 43, 40, 319.5349479292333, 44
1, 878759, 502659, 376100, 3767460.0009064577, 70, 40, 30, 305.3507608519078, 41
1, 878799, 502699, 376100, 3767724.4875923945, 40, 40, 0, 264.4866859365871, 40
51, 878915, 502735, 376180, 3768073.069395886, 116, 36, 80, 348.5818034911291, 38
1, 878996, 502776, 376220, 3768390.3693958856, 81, 41, 40, 317.3, 42
1, 879042, 502822, 376220, 3768664.9984645997, 46, 46, 0, 274.6290687140218, 46
51, 879129, 502859, 376270, 3768987.9060455975, 87, 37, 50, 322.9075809977351, 38
1, 879195, 502895, 376300, 3769288.2330338745, 66, 36, 30, 300.32698827717985, 37
1, 879272, 502932, 376340, 3769600.9586976413, 77, 37, 40, 312.72566376652986, 38
1, 879312, 502972, 376340, 3769865.445383578, 40, 40, 0, 264.4866859365871, 40
51, 879395, 503005, 376390, 3770183.9803315075, 83, 33, 50, 318.5349479292333, 34
1, 879431, 503041, 376390, 3770441.129305786, 36, 36, 0, 257.1489742783178, 36
1, 879506, 503086, 376420, 3770752.5124014243, 75, 45, 30, 311.38309563827124, 46
1, 879584, 503124, 376460, 3771066.3951880443, 78, 38, 40, 313.8827866200841, 39
51, 879661, 503151, 376510, 3771378.120851811, 77, 27, 50, 311.72566376652986, 28
1, 879691, 503181, 376510, 3771623.155583743, 30, 30, 0, 245.0347319320716, 30
1, 879768, 503228, 376540, 3771936.8812475097, 77, 47, 30, 313.72566376652986, 48
51, 879900, 503270, 376630, 3772298.4373699366, 132, 42, 90, 361.55612242701943, 44
1, 879956, 503326, 376630, 3772588.19384991, 56, 56, 0, 289.7564799734761, 56
1, 880028, 503358, 376670, 3772894.9889129344, 72, 32, 40, 306.79506302439404, 33
51, 880120, 503400, 376720, 3773223.193014403, 92, 42, 50, 328.20410146824725, 43
1, 880164, 503444, 376720, 3773494.543972093, 44, 44, 0, 271.35095769013947, 44
1, 880238, 503488, 376750, 3773804.74118086, 74, 44, 30, 310.1972087668518, 45
1, 880316, 503526, 376790, 3774118.62396748, 78, 38, 40, 313.8827866200841, 39
51, 880429, 503559, 376870, 3774464.4630113496, 113, 33, 80, 345.83904386951343, 35
1, 880474, 503604, 376870, 3774737.4650177606, 45, 45, 0, 273.00200641113514, 45
1, 880584, 503644, 376940, 3775081.518201807, 110, 40, 70, 344.0531840464366, 42
1, 880622, 503682, 376940, 3775342.400581427, 38, 38, 0, 260.88237961983884, 38
1, 880665, 503725, 376940, 3775612.07554163, 43, 43, 0, 269.6749602031015, 43
51, 880761, 503771, 376990, 3775944.3924576445, 96, 46, 50, 332.31691601465747, 47
1, 880833, 503813, 377020, 3776252.187520669, 72, 42, 30, 307.79506302439404, 43
1, 880913, 503853, 377060, 3776568.3572769132, 80, 40, 40, 316.1697562442441, 41
1, 880952, 503892, 377060, 3776831.057216857, 39, 39, 0, 262.6999399439383, 39
51, 881040, 503930, 377110, 3777155.038648218, 88, 38, 50, 323.98143136087856, 39
1, 881106, 503966, 377140, 3777455.365636495, 66, 36, 30, 300.32698827717985, 37
1, 881148, 504008, 377140, 3777723.3386259973, 42, 42, 0, 267.97298950218305, 42
1, 881184, 504044, 377140, 3777980.487600276, 36, 36, 0, 257.1489742783178, 36
1, 881277, 504097, 377180, 3778310.729880183, 93, 53, 40, 330.24227990714814, 54
51, 881370, 504140, 377230, 3778639.97216009, 93, 43, 50, 329.24227990714814, 44
1, 881432, 504172, 377260, 3778935.0787864197, 62, 32, 30, 295.1066263296683, 33
1, 881473, 504213, 377260, 3779201.3227398633, 41, 41, 0, 266.24395344352433, 41
51, 881607, 504257, 377350, 3779564.555555782, 134, 44, 90, 363.23281591860336, 46
1, 881653, 504303, 377350, 3779839.184624496, 46, 46, 0, 274.6290687140218, 46
1, 881689, 504339, 377350, 3780096.3335987744, 36, 36, 0, 257.1489742783178, 36
1, 881794, 504374, 377420, 3780435.642186069, 105, 35, 70, 339.30858729436795, 37
51, 881879, 504409, 377470, 3780756.37921374, 85, 35, 50, 320.73702767108114, 36
1, 881918, 504448, 377470, 3781019.079153684, 39, 39, 0, 262.6999399439383, 39
1, 881997, 504487, 377510, 3781334.1099038143, 79, 39, 40, 315.03075013013313, 40
1, 882034, 504524, 377510, 3781593.14247527, 37, 37, 0, 259.03257145596604, 37
51, 882156, 504566, 377590, 3781947.0880938238, 122, 42, 80, 353.9456185537469, 44
1, 882190, 504600, 377590, 3782200.3617341006, 34, 34, 0, 253.2736402766418, 34
1, 882228, 504638, 377590, 3782461.2441137205, 38, 38, 0, 260.88237961983884, 38
1, 882308, 504678, 377630, 3782777.413869965, 80, 40, 40, 316.1697562442441, 41
51, 882395, 504715, 377680, 3783100.3214509627, 87, 37, 50, 322.9075809977351, 38
1, 882464, 504754, 377710, 3783404.433592673, 69, 39, 30, 304.1121417102006, 40
1, 882495, 504785, 377710, 3783651.59469885, 31, 31, 0, 247.1611061770567, 31
1, 882533, 504823, 377710, 3783912.47707847, 38, 38, 0, 260.88237961983884, 38
51, 882666, 504866, 377800, 3784274.873347511, 133, 43, 90, 362.3962690412072, 45
1, 882708, 504908, 377800, 3784542.8463370134, 42, 42, 0, 267.97298950218305, 42
1, 882741, 504941, 377800, 3784794.124509706, 33, 33, 0, 251.27817269284301, 33
1, 882855, 504985, 377870, 3785141.8824973977, 114, 44, 70, 347.75798769167545, 46
51, 882951, 505031, 377920, 3785474.1994134123, 96, 46, 50, 332.31691601465747, 47
1, 883031, 505071, 377960, 3785790.3691696567, 80, 40, 40, 316.1697562442441, 41
1, 883069, 505109, 377960, 3786051.2515492765, 38, 38, 0, 260.88237961983884, 38
51, 883151, 505141, 378010, 3786368.67321912, 82, 32, 50, 317.42166984345636, 33
1, 883224, 505184, 378040, 3786677.674497689, 73, 43, 30, 309.00127856917646, 44
1, 883296, 505216, 378080, 3786984.4695607135, 72, 32, 40, 306.79506302439404, 33
51, 883414, 505254, 378160, 3787334.8568858826, 118, 38, 80, 350.3873251689181, 40
1, 883449, 505289, 378160, 3787590.086813792, 35, 35, 0, 255.22992790977875, 35
1, 883534, 505334, 378200, 3787911.8238414633, 85, 45, 40, 321.73702767108114, 46
51, 883617, 505367, 378250, 3788230.3587893927, 83, 33, 50, 318.5349479292333, 34
1, 883667, 505417, 378250, 3788511.27358424, 50, 50, 0, 280.9147948472494, 50
1, 883734, 505454, 378280, 3788812.8741394975, 67, 37, 30, 301.6005552576305, 38
1, 883784, 505504, 378280, 3789093.788934345, 50, 50, 0, 280.9147948472494, 50
51, 883915, 505545, 378370, 3789454.5012625605, 131, 41, 90, 360.7123282155055, 43
1, 883981, 505581, 378400, 3789754.8282508375, 66, 36, 30, 300.32698827717985, 37
1, 884072, 505632, 378440, 3790082.9873127765, 91, 51, 40, 328.1590619387661, 52
1, 884115, 505675, 378440, 3790352.6622729795, 43, 43, 0, 269.6749602031015, 43
51, 884197, 505707, 378490, 3790670.083942823, 82, 32, 50, 317.42166984345636, 33
1, 884272, 505742, 378530, 3790980.4670384615, 75, 35, 40, 310.38309563827124, 36
1, 884355, 505795, 378560, 3791301.001986391, 83, 53, 30, 320.5349479292333, 54
1, 884434, 505834, 378600, 3791616.032736521, 79, 39, 40, 315.03075013013313, 40
51, 884526, 505876, 378650, 3791944.2368379897, 92, 42, 50, 328.20410146824725, 43
1, 884564, 505914, 378650, 3792205.1192176095, 38, 38, 0, 260.88237961983884, 38
1, 884608, 505958, 378650, 3792476.4701753, 44, 44, 0, 271.35095769013947, 44
1, 884655, 506005, 378650, 3792752.7032251693, 47, 47, 0, 276.2330498695885, 47
51, 884831, 506061, 378770, 3793145.435282537, 176, 56, 120, 392.7320573675744, 59
1, 884873, 506103, 378770, 3793413.408272039, 42, 42, 0, 267.97298950218305, 42
1, 884916, 506146, 378770, 3793683.083232242, 43, 43, 0, 269.6749602031015, 43
1, 884991, 506181, 378810, 3793993.4663278805, 75, 35, 40, 310.38309563827124, 36
51, 885113, 506223, 378890, 3794347.411946434, 122, 42, 80, 353.9456185537469, 44
1, 885146, 506256, 378890, 3794598.690119127, 33, 33, 0, 251.27817269284301, 33
1, 885217, 506287, 378930, 3794904.2684299457, 71, 31, 40, 305.57831081870995, 32
1, 885258, 506328, 378930, 3795170.5123833893, 41, 41, 0, 266.24395344352433, 41
51, 885352, 506372, 378980, 3795500.786109237, 94, 44, 50, 330.273725847777, 45
1, 885433, 506413, 379020, 3795818.086109237, 81, 41, 40, 317.3, 42
1, 885500, 506450, 379050, 3796119.686664494, 67, 37, 30, 301.6005552576305, 38
51, 885597, 506497, 379100, 3796453.0155637655, 97, 47, 50, 333.3288992714996, 48
1, 885681, 506541, 379140, 3796773.655574169, 84, 44, 40, 320.64001040350905, 45
1, 885717, 506577, 379140, 3797030.8045484475, 36, 36, 0, 257.1489742783178, 36
51, 885817, 506627, 379190, 3797367.1323144645, 100, 50, 50, 336.327766016838, 51
1, 885931, 506671, 379260, 3797714.890302156, 114, 44, 70, 347.75798769167545, 46
1, 885973, 506713, 379260, 3797982.8632916585, 42, 42, 0, 267.97298950218305, 42
51, 886056, 506746, 379310, 3798301.398239588, 83, 33, 50, 318.5349479292333, 34
1, 886106, 506796, 379310, 3798582.3130344353, 50, 50, 0, 280.9147948472494, 50
1, 886150, 506840, 379310, 3798853.6639921255, 44, 44, 0, 271.35095769013947, 44
1, 886251, 506871, 379380, 3799189.079380098, 101, 31, 70, 335.41538797227, 33
51, 886335, 506905, 379430, 3799508.7193905013, 84, 34, 50, 319.64001040350905, 35
1, 886369, 506939, 379430, 3799761.993030778, 34, 34, 0, 253.2736402766418, 34
1, 886413, 506983, 379430, 3800033.3439884684, 44, 44, 0, 271.35095769013947, 44
1, 886521, 507021, 379500, 3800375.5149680153, 108, 38, 70, 342.1709795470626, 40
1, 886549, 507049, 379500, 3800616.147631394, 28, 28, 0, 240.63266337912057, 28
51, 886637, 507087, 379550, 3800940.129062755, 88, 38, 50, 323.98143136087856, 39
1, 886674, 507124, 379550, 3801199.161634211, 37, 37, 0, 259.03257145596604, 37
1, 886773, 507153, 379620, 3801532.595848764, 99, 29, 70, 333.43421455299045, 31
1, 886807, 507187, 379620, 3801785.8694890407, 34, 34, 0, 253.2736402766418, 34
51, 886897, 507227, 379670, 3802111.976517865, 90, 40, 50, 326.1070288241023, 41
1, 886927, 507257, 379670, 3802357.011249797, 30, 30, 0, 245.0347319320716, 30
1, 887016, 507306, 379710, 3802683.059115361, 89, 49, 40, 326.0478655640733, 50
51, 887097, 507337, 379760, 3802999.359115361, 81, 31, 50, 316.3, 32
1, 887176, 507386, 379790, 3803315.389865491, 79, 49, 30, 316.03075013013313, 50
1, 887212, 507422, 379790, 3803572.5388397695, 36, 36, 0, 257.1489742783178, 36
1, 887324, 507464, 379860, 3803918.454152109, 112, 42, 70, 345.91531233955715, 44
1, 887370, 507510, 379860, 3804193.083220823, 46, 46, 0, 274.6290687140218, 46
51, 887457, 507547, 379910, 3804515.990801821, 87, 37, 50, 322.9075809977351, 38
1, 887497, 507587, 379910, 3804780.477487758, 40, 40, 0, 264.4866859365871, 40
1, 887532, 507622, 379910, 3805035.7074156674, 35, 35, 0, 255.22992790977875, 35
1, 887594, 507654, 379940, 3805330.814041997, 62, 32, 30, 295.1066263296683, 33
51, 887727, 507697, 380030, 3805693.210311038, 133, 43, 90, 362.3962690412072, 45
1, 887794, 507734, 380060, 3805994.8108662954, 67, 37, 30, 301.6005552576305, 38
1, 887841, 507781, 380060, 3806271.043916165, 47, 47, 0, 276.2330498695885, 47
1, 887914, 507814, 380100, 3806579.045194734, 73, 33, 40, 308.00127856917646, 34
51, 888000, 507850, 380150, 3806900.8713593814, 86, 36, 50, 321.82616464756694, 37
1, 888033, 507883, 380150, 3807152.149532074, 33, 33, 0, 251.27817269284301, 33
1, 888154, 507934, 380220, 3807506.2120111096, 121, 51, 70, 354.06247903554, 53
1, 888186, 507966, 380220, 3807755.45343411, 32, 32, 0, 249.24142300054422, 32
1, 888232, 508012, 380220, 3808030.0825028243, 46, 46, 0, 274.6290687140218, 46
51, 888329, 508059, 380270, 3808363.4114020956, 97, 47, 50, 333.3288992714996, 48
1, 888364, 508094, 380270, 3808618.641330005, 35, 35, 0, 255.22992790977875, 35
1, 888472, 508132, 380340, 3808960.812309552, 108, 38, 70, 342.1709795470626, 40
1, 888512, 508172, 380340, 3809225.298995489, 40, 40, 0, 264.4866859365871, 40
1, 888564, 508224, 380340, 3809509.233956917, 52, 52, 0, 283.93496142826496, 52
51, 888658, 508268, 380390, 3809839.507682765, 94, 44, 50, 330.273725847777, 45
1, 888763, 508303, 380460, 3810178.8162700594, 105, 35, 70, 339.30858729436795, 37
1, 888811, 508351, 380460, 3810456.6310726497, 48, 48, 0, 277.8148025904985, 48
1, 888877, 508387, 380490, 3810756.9580609268, 66, 36, 30, 300.32698827717985, 37
51, 888976, 508436, 380540, 3811092.2922754795, 99, 49, 50, 335.33421455299043, 50
1, 889063, 508483, 380580, 3811416.1998564773, 87, 47, 40, 323.9075809977351, 48
1, 889099, 508519, 380580, 3811673.348830756, 36, 36, 0, 257.1489742783178, 36
1, 889140, 508560, 380580, 3811939.5927841994, 41, 41, 0, 266.24395344352433, 41
1, 889247, 508597, 380650, 3812280.814929469, 107, 37, 70, 341.2221452697031, 39
51, 889333, 508633, 380700, 3812602.6410941165, 86, 36, 50, 321.82616464756694, 37
1, 889378, 508678, 380700, 3812875.6431005276, 45, 45, 0, 273.00200641113514, 45
1, 889410, 508710, 380700, 3813124.884523528, 32, 32, 0, 249.24142300054422, 32
1, 889482, 508752, 380730, 3813432.6795865525, 72, 42, 30, 307.79506302439404, 43
51, 889572, 508792, 380780, 3813758.786615377, 90, 40, 50, 326.1070288241023, 41
1, 889680, 508830, 380850, 3814100.9575949237, 108, 38, 70, 342.1709795470626, 40
1, 889729, 508879, 380850, 3814380.33272603, 49, 49, 0, 279.3751311064591, 49
1, 889775, 508925, 380850, 3814654.9617947442, 46, 46, 0, 274.6290687140218, 46
1, 889814, 508964, 380850, 3814917.661734688, 39, 39, 0, 262.6999399439383, 39
51, 889936, 509006, 380930, 3815271.6073532416, 122, 42, 80, 353.9456185537469, 44
1, 890016, 509046, 380970, 3815587.777109486, 80, 40, 40, 316.1697562442441, 41
1, 890050, 509080, 380970, 3815841.050749763, 34, 34, 0, 253.2736402766418, 34
1, 890091, 509121, 380970, 3816107.2947032065, 41, 41, 0, 266.24395344352433, 41
1, 890164, 509164, 381000, 3816416.2959817755, 73, 43, 30, 309.00127856917646, 44
51, 890246, 509196, 381050, 3816733.717651619, 82, 32, 50, 317.42166984345636, 33
1, 890322, 509242, 381080, 3817046.276823993, 76, 46, 30, 312.5591723737189, 47
1, 890401, 509281, 381120, 3817361.307574123, 79, 39, 40, 315.03075013013313, 40
51, 890494, 509324, 381170, 3817690.5498540304, 93, 43, 50, 329.24227990714814, 44
1, 890536, 509366, 381170, 3817958.5228435327, 42, 42, 0, 267.97298950218305, 42
1, 890613, 509403, 381210, 3818271.2485072995, 77, 37, 40, 312.72566376652986, 38
1, 890651, 509441, 381210, 3818532.1308869193, 38, 38, 0, 260.88237961983884, 38
1, 890719, 509479, 381240, 3818834.993058022, 68, 38, 30, 302.86217110259, 39
51, 890808, 509518, 381290, 3819160.040923586, 89, 39, 50, 325.0478655640733, 40
1, 890885, 509555, 381330, 3819472.766587353, 77, 37, 40, 312.72566376652986, 38
1, 890920, 509590, 381330, 3819727.9965152624, 35, 35, 0, 255.22992790977875, 35
51, 891044, 509634, 381410, 3820083.6959118107, 124, 44, 80, 355.6993965481514, 46
1, 891125, 509675, 381450, 3820400.9959118105, 81, 41, 40, 317.3, 42
1, 891193, 509713, 381480, 3820703.8580829133, 68, 38, 30, 302.86217110259, 39
51, 891279, 509749, 381530, 3821025.684247561, 86, 36, 50, 321.82616464756694, 37
1, 891324, 509794, 381530, 3821298.686253972, 45, 45, 0, 273.00200641113514, 45
1, 891389, 509829, 381560, 3821597.7274054154, 65, 35, 30, 299.04115144336777, 36
1, 891433, 509873, 381560, 3821869.0783631057, 44, 44, 0, 271.35095769013947, 44
51, 891601, 509921, 381680, 3822255.9989374736, 168, 48, 120, 386.9205743678508, 51
1, 891646, 509966, 381680, 3822529.0009438847, 45, 45, 0, 273.00200641113514, 45
1, 891694, 510014, 381680, 3822806.815746475, 48, 48, 0, 277.8148025904985, 48
1, 891774, 510054, 381720, 3823122.9855027194, 80, 40, 40, 316.1697562442441, 41
51, 891876, 510106, 381770, 3823461.2826855006, 102, 52, 50, 338.29718278112654, 53
1, 891919, 510149, 381770, 3823730.9576457036, 43, 43, 0, 269.6749602031015, 43
1, 891994, 510194, 381800, 3824042.340741342, 75, 45, 30, 311.38309563827124, 46
1, 892043, 510243, 381800, 3824321.7158724484, 49, 49, 0, 279.3751311064591, 49
51, 892171, 510281, 381890, 3824679.87443855, 128, 38, 90, 358.1585661014858, 40
1, 892204, 510314, 381890, 3824931.1526112426, 33, 33, 0, 251.27817269284301, 33
1, 892272, 510352, 381920, 3825234.0147823454, 68, 38, 30, 302.86217110259, 39
1, 892347, 510387, 381960, 3825544.3978779837, 75, 35, 40, 310.38309563827124, 36
1, 892421, 510431, 381990, 3825854.5950867506, 74, 44, 30, 310.1972087668518, 45
51, 892503, 510463, 382040, 3826172.016756594, 82, 32, 50, 317.42166984345636, 33
1, 892540, 510500, 382040, 3826431.04932805, 37, 37, 0, 259.03257145596604, 37
1, 892577, 510537, 382040, 3826690.081899506, 37, 37, 0, 259.03257145596604, 37
1, 892645, 510565, 382080, 3826991.944070609, 68, 28, 40, 301.86217110259, 29
51, 892755, 510595, 382160, 3827334.997254655, 110, 30, 80, 343.0531840464366, 32
1, 892783, 510623, 382160, 3827575.629918034, 28, 28, 0, 240.63266337912057, 28
1, 892821, 510661, 382160, 3827836.512297654, 38, 38, 0, 260.88237961983884, 38
51, 892951, 510701, 382250, 3828196.3771351925, 130, 40, 90, 359.86483753851803, 42
1, 893024, 510744, 382280, 3828505.3784137615, 73, 43, 30, 309.00127856917646, 44
1, 893065, 510785, 382280, 3828771.622367205, 41, 41, 0, 266.24395344352433, 41
51, 893158, 510828, 382330, 3829100.8646471123, 93, 43, 50, 329.24227990714814, 44
1, 893225, 510865, 382360, 3829402.4652023697, 67, 37, 30, 301.6005552576305, 38
1, 893311, 510911, 382400, 3829725.291367017, 86, 46, 40, 322.82616464756694, 47
1, 893384, 510954, 382430, 3830034.292645586, 73, 43, 30, 309.00127856917646, 44
51, 893470, 510990, 382480, 3830356.1188102337, 86, 36, 50, 321.82616464756694, 37
1, 893542, 511022, 382520, 3830662.913873258, 72, 32, 40, 306.79506302439404, 33
1, 893583, 511063, 382520, 3830929.1578267016, 41, 41, 0, 266.24395344352433, 41
1, 893626, 511106, 382520, 3831198.8327869046, 43, 43, 0, 269.6749602031015, 43
1, 893706, 511146, 382560, 3831515.002543149, 80, 40, 40, 316.1697562442441, 41
51, 893833, 511193, 382640, 3831873.302225448, 127, 47, 80, 358.2996822992933, 49
1, 893879, 511239, 382640, 3832147.9312941623, 46, 46, 0, 274.6290687140218, 46
1, 893963, 511283, 382680, 3832468.5713045658, 84, 44, 40, 320.64001040350905, 45
1, 894035, 511325, 382710, 3832776.36636759, 72, 42, 30, 307.79506302439404, 43
51, 894121, 511361, 382760, 3833098.1925322376, 86, 36, 50, 321.82616464756694, 37
1, 894196, 511396, 382800, 3833408.575627876, 75, 35, 40, 310.38309563827124, 36
1, 894234, 511434, 382800, 3833669.458007496, 38, 38, 0, 260.88237961983884, 38
1, 894318, 511478, 382840, 3833990.0980178993, 84, 44, 40, 320.64001040350905, 45
1, 894384, 511514, 382870, 3834290.4250061763, 66, 36, 30, 300.32698827717985, 37
51, 894474, 511554, 382920, 3834616.5320350006, 90, 40, 50, 326.1070288241023, 41
1, 894517, 511597, 382920, 3834886.2069952036, 43, 43, 0, 269.6749602031015, 43
1, 894595, 511635, 382960, 3835200.0897818236, 78, 38, 40, 313.8827866200841, 39
1, 894638, 511678, 382960, 3835469.7647420266, 43, 43, 0, 269.6749602031015, 43
51, 894774, 511734, 383040, 3835835.660039061, 136, 56, 80, 365.89529703482884, 58
1, 894850, 511770, 383080, 3836147.219211435, 76, 36, 40, 311.5591723737189, 37
1, 894895, 511815, 383080, 3836420.221217846, 45, 45, 0, 273.00200641113514, 45
51, 895021, 511851, 383170, 3836776.6581137297, 126, 36, 90, 356.43689588345075, 38
1, 895065, 511895, 383170, 3837048.00907142, 44, 44, 0, 271.35095769013947, 44
1, 895133, 511933, 383200, 3837350.8712425227, 68, 38, 30, 302.86217110259, 39
1, 895173, 511973, 383200, 3837615.3579284595, 40, 40, 0, 264.4866859365871, 40
51, 895304, 512014, 383290, 3837976.070256675, 131, 41, 90, 360.7123282155055, 43
1, 895352, 512062, 383290, 3838253.8850592654, 48, 48, 0, 277.8148025904985, 48
1, 895451, 512091, 383360, 3838587.3192738183, 99, 29, 70, 333.43421455299045, 31
1, 895492, 512132, 383360, 3838853.563227262, 41, 41, 0, 266.24395344352433, 41
51, 895588, 512178, 383410, 3839185.8801432764, 96, 46, 50, 332.31691601465747, 47
1, 895625, 512215, 383410, 3839444.9127147323, 37, 37, 0, 259.03257145596604, 37
1, 895657, 512247, 383410, 3839694.154137733, 32, 32, 0, 249.24142300054422, 32
1, 895736, 512286, 383450, 3840009.184887863, 79, 39, 40, 315.03075013013313, 40
1, 895806, 512326, 383480, 3840314.535648715, 70, 40, 30, 305.3507608519078, 41
51, 895902, 512372, 383530, 3840646.8525647298, 96, 46, 50, 332.31691601465747, 47
1, 895940, 512410, 383530, 3840907.7349443496, 38, 38, 0, 260.88237961983884, 38
1, 895985, 512455, 383530, 3841180.7369507607, 45, 45, 0, 273.00200641113514, 45
1, 896033, 512503, 383530, 3841458.551753351, 48, 48, 0, 277.8148025904985, 48
51, 896193, 512543, 383650, 3841839.5076353587, 160, 40, 120, 380.95588200778457, 43
1, 896243, 512593, 383650, 3842120.422430206, 50, 50, 0, 280.9147948472494, 50
1, 896277, 512627, 383650, 3842373.696070483, 34, 34, 0, 253.2736402766418, 34
51, 896371, 512671, 383700, 3842703.9697963307, 94, 44, 50, 330.273725847777, 45
1, 896477, 512707, 383770, 3843044.2378399405, 106, 36, 70, 340.2680436096278, 38
1, 896518, 512748, 383770, 3843310.481793384, 41, 41, 0, 266.24395344352433, 41
1, 896557, 512787, 383770, 3843573.181733328, 39, 39, 0, 262.6999399439383, 39
51, 896683, 512823, 383860, 3843929.6186292116, 126, 36, 90, 356.43689588345075, 38
1, 896748, 512858, 383890, 3844228.659780655, 65, 35, 30, 299.04115144336777, 36
1, 896783, 512893, 383890, 3844483.8897085646, 35, 35, 0, 255.22992790977875, 35
1, 896824, 512934, 383890, 3844750.133662008, 41, 41, 0, 266.24395344352433, 41
51, 896917, 512977, 383940, 3845079.3759419154, 93, 43, 50, 329.24227990714814, 44
1, 896959, 513019, 383940, 3845347.348931418, 42, 42, 0, 267.97298950218305, 42
1, 897066, 513056, 384010, 3845688.5710766874, 107, 37, 70, 341.2221452697031, 39
1, 897096, 513086, 384010, 3845933.6058086194, 30, 30, 0, 245.0347319320716, 30
1, 897161, 513121, 384040, 3846232.646960063, 65, 35, 30, 299.04115144336777, 36
51, 897246, 513156, 384090, 3846553.383987734, 85, 35, 50, 320.73702767108114, 36
1, 897357, 513197, 384160, 3846898.370705775, 111, 41, 70, 344.9867180408456, 43
1, 897401, 513241, 384160, 3847169.7216634653, 44, 44, 0, 271.35095769013947, 44
51, 897496, 513286, 384210, 3847501.0202276004, 95, 45, 50, 331.2985641352145, 46
1, 897533, 513323, 384210, 3847760.0527990563, 37, 37, 0, 259.03257145596604, 37
1, 897564, 513354, 384210, 3848007.2139052334, 31, 31, 0, 247.1611061770567, 31
51, 897722, 513392, 384330, 3848386.6531144893, 158, 38, 120, 379.43920925585275, 41
1, 897772, 513442, 384330, 3848667.5679093366, 50, 50, 0, 280.9147948472494, 50
1, 897811, 513481, 384330, 3848930.2678492805, 39, 39, 0, 262.6999399439383, 39
1, 897858, 513528, 384330, 3849206.50089915, 47, 47, 0, 276.2330498695885, 47
51, 897952, 513572, 384380, 3849536.7746249977, 94, 44, 50, 330.273725847777, 45
1, 898026, 513606, 384420, 3849845.9718337646, 74, 34, 40, 309.1972087668518, 35
1, 898102, 513652, 384450, 3850158.5310061383, 76, 46, 30, 312.5591723737189, 47
